"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"WealthSimple Cash","","07/02/2024","Depanneur Pointe","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","Split (1/2) ",40.00$,0.00$,"Reconciled"
"WealthSimple Cash","","07/02/2024","Depanneur Pointe","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (2/2) ",16.00$,0.00$,"Reconciled"
"Classique Visa Desjardins","","07/02/2024","Amazon","Abonnement: Navigraph","Abonnement","Navigraph","",13.74$,0.00$,"Reconciled"
"Classique Visa Desjardins","","07/02/2024","Amazon","Abonnement: Amazon Prime","Abonnement","Amazon Prime","",11.49$,0.00$,"Reconciled"
"Classique Visa Desjardins","","07/02/2024","Transfer : Principal","","","","",0.00$,101.30$,"Reconciled"
"Principal","","05/02/2024","Transfer : WealthSimple Cash","","","","",140.00$,0.00$,"Reconciled"
"WealthSimple Cash","","05/02/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","Split (1/2) ",32.86$,0.00$,"Reconciled"
"WealthSimple Cash","","05/02/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (2/2) ",4.14$,0.00$,"Reconciled"
"WealthSimple Cash","","05/02/2024","Transfer : Principal","","","","",0.00$,140.00$,"Reconciled"
"Classique Visa Desjardins","","03/02/2024","Amazon","Dépense Non Obligatoire: 🛒 Amazon","Dépense Non Obligatoire","🛒 Amazon","",45.04$,0.00$,"Reconciled"
"Classique Visa Desjardins","","03/02/2024","Amazon","Dépense Non Obligatoire: 🛒 Amazon","Dépense Non Obligatoire","🛒 Amazon","",31.03$,0.00$,"Reconciled"
"Principal","","03/02/2024","Transfer : WealthSimple Cash","","","","",20.00$,0.00$,"Reconciled"
"WealthSimple Cash","","03/02/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",9.40$,0.00$,"Reconciled"
"WealthSimple Cash","","03/02/2024","Transfer : Principal","","","","",0.00$,20.00$,"Reconciled"
"Principal","","02/02/2024","Transfer : Classique Visa Desjardins","","","","",210.57$,0.00$,"Reconciled"
"Principal","","02/02/2024","Direct withdrawal /Wealthsimple Investments Inc.","Dépense Irrégulière: 💰 Placement","Dépense Irrégulière","💰 Placement","Split (1/2) ",100.00$,0.00$,"Reconciled"
"Principal","","02/02/2024","Direct withdrawal /Wealthsimple Investments Inc.","Dépense Irrégulière: 💰 Placement","Dépense Irrégulière","💰 Placement","Split (2/2) ",30.00$,0.00$,"Reconciled"
"Classique Visa Desjardins","","02/02/2024","Amazon","Dépense Non Obligatoire: 🛒 Amazon","Dépense Non Obligatoire","🛒 Amazon","",59.87$,0.00$,"Reconciled"
"Classique Visa Desjardins","","02/02/2024","Desjardins","Dépense Irrégulière: 🤌 Frais et Interet","Dépense Irrégulière","🤌 Frais et Interet","",30.00$,0.00$,"Reconciled"
"Principal","","02/02/2024","Money transfer received from /KATHERINE RIOUX /Montre","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,32.00$,"Reconciled"
"Classique Visa Desjardins","","02/02/2024","Transfer : Principal","","","","",0.00$,210.57$,"Reconciled"
"Principal","","01/02/2024","IGA Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",283.35$,0.00$,"Reconciled"
"WealthSimple Cash","","01/02/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",260.30$,0.00$,"Reconciled"
"Principal","","01/02/2024","Transfer : Classique Visa Desjardins","","","","",143.56$,0.00$,"Reconciled"
"Principal","","01/02/2024","Purchase /MAXI PORT-CARTI","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",136.78$,0.00$,"Reconciled"
"Classique Visa Desjardins","","01/02/2024","Amazon","Dépense Non Obligatoire: 🛒 Amazon","Dépense Non Obligatoire","🛒 Amazon","",115.97$,0.00$,"Reconciled"
"Principal","","01/02/2024","Depanneur Pointe","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","",40.05$,0.00$,"Reconciled"
"Classique Visa Desjardins","","01/02/2024","PATREONIREL M 35314369001","Abonnement: Patreon","Abonnement","Patreon","",4.73$,0.00$,"Reconciled"
"WealthSimple Cash","","01/02/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.99$,0.00$,"Reconciled"
"Principal","","01/02/2024","Manual Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.02$,"Reconciled"
"WealthSimple Crypto","","01/02/2024","Manual Balance Adjustment","","","","",0.00$,0.22$,"Reconciled"
"Principal","","01/02/2024","Money transfer received from /KATHERINE RIOUX /Amazon","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,45.00$,"Reconciled"
"Classique Visa Desjardins","","01/02/2024","Transfer : Principal","","","","",0.00$,143.56$,"Reconciled"
"Principal","","01/02/2024","Money transfer received from /KATHERINE RIOUX /Épicerie","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,200.00$,"Reconciled"
"Principal","","01/02/2024","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,548.71$,"Reconciled"
"Principal","","31/01/2024","Paiement Loyer Papa","Dépense Obligatoire: 🏠 Loyer","Dépense Obligatoire","🏠 Loyer","",600.00$,0.00$,"Reconciled"
"Principal","","31/01/2024","Payment /BENEVA","Dépense Obligatoire: 🏚️ Assurance Maison","Dépense Obligatoire","🏚️ Assurance Maison","",220.99$,0.00$,"Reconciled"
"Principal","","31/01/2024","Purchase /BONI-SOIR #1496","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (1/2) ",22.91$,0.00$,"Reconciled"
"Principal","","31/01/2024","Purchase /BONI-SOIR #1496","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (2/2) ",25.71$,0.00$,"Reconciled"
"Principal","","31/01/2024","Payment /PAYPAL","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",23.71$,0.00$,"Reconciled"
"Principal","","31/01/2024","Fixed service charges","Dépense Obligatoire: 🏦 Frais Desjardins","Dépense Obligatoire","🏦 Frais Desjardins","",15.95$,0.00$,"Reconciled"
"Principal","","31/01/2024","Investment /Disnat-5LM40A5-","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,223.77$,"Reconciled"
"Principal","","31/01/2024","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,400.00$,"Reconciled"
"Principal","","30/01/2024","Pre-authorized purchase /COUCHE-TARD #96","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","Split (1/2) ",134.14$,0.00$,"Reconciled"
"Principal","","30/01/2024","Pre-authorized purchase /COUCHE-TARD #96","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (2/2) ",12.29$,0.00$,"Reconciled"
"Principal","","30/01/2024","Money transfer sent to /Katherine /","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",15.00$,0.00$,"Reconciled"
"Principal","","30/01/2024","Employment insurance /CANADA","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,756.00$,"Reconciled"
"Principal","","29/01/2024","Pre-authorized purchase /COUCHE-TARD #96","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",32.58$,0.00$,"Reconciled"
"Principal","","29/01/2024","Payment /DELL FINANCIAL","Dépense Obligatoire: 🖥️ Dell","Dépense Obligatoire","🖥️ Dell","",17.21$,0.00$,"Reconciled"
"Classique Visa Desjardins","","29/01/2024","VendoStore*XRED +4420313990 CH","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",13.97$,0.00$,"Reconciled"
"Principal","","29/01/2024","Depanneur Pointe","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (1/2) ",5.20$,0.00$,"Reconciled"
"Principal","","29/01/2024","Depanneur Pointe","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (2/2) ",4.47$,0.00$,"Reconciled"
"Principal","","26/01/2024","Purchase /BONI-SOIR #1496","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","Split (1/2) ",50.00$,0.00$,"Reconciled"
"Principal","","26/01/2024","Purchase /BONI-SOIR #1496","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","Split (2/2) ",37.70$,0.00$,"Reconciled"
"Principal","","26/01/2024","Transfer : Classique Visa Desjardins","","","","",20.80$,0.00$,"Reconciled"
"Principal","","26/01/2024","Money transfer sent to /Papa /","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",14.00$,0.00$,"Reconciled"
"Classique Visa Desjardins","","26/01/2024","Microsoft*Subscription MississaugaONCA","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",2.30$,0.00$,"Reconciled"
"Classique Visa Desjardins","","26/01/2024","Transfer : Principal","","","","",0.00$,20.80$,"Reconciled"
"Classique Visa Desjardins","","25/01/2024","FRAIS DE CRÉDIT","Dépense Irrégulière: 🤌 Frais et Interet","Dépense Irrégulière","🤌 Frais et Interet","",72.30$,0.00$,"Reconciled"
"Classique Visa Desjardins","","25/01/2024","ASSURANCE SOLDE DSF PARTICULIER","Dépense Irrégulière: 🤌 Frais et Interet","Dépense Irrégulière","🤌 Frais et Interet","",50.45$,0.00$,"Reconciled"
"Principal","","25/01/2024","Money transfer sent to /Katherine /Je t'aime","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",20.00$,0.00$,"Reconciled"
"Classique Visa Desjardins","","25/01/2024","TAXES QC ASS-SOLDE DSF PARTICULIER","Dépense Irrégulière: 🤌 Frais et Interet","Dépense Irrégulière","🤌 Frais et Interet","",4.54$,0.00$,"Reconciled"
"Classique Visa Desjardins","","24/01/2024","YOUNEEDABUDGET.COM +1801610916UTUS","Abonnement: YNAB","Abonnement","YNAB","",20.80$,0.00$,"Reconciled"
"Principal","","23/01/2024","Bill payment - AccèsD - Internet /Iphone","Dépense Obligatoire: 📱 Cellulaire","Dépense Obligatoire","📱 Cellulaire","",156.83$,0.00$,"Reconciled"
"Principal","","23/01/2024","Pre-authorized purchase /COUCHE-TARD #96","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","",40.03$,0.00$,"Reconciled"
"Principal","","22/01/2024","Transfer : Classique Visa Desjardins","","","","",54.55$,0.00$,"Reconciled"
"Principal","","22/01/2024","Money transfer sent to /Katherine /Je t'aime","Epargne Court-terme: 🎉 Cadeau Fete Maman","Epargne Court-terme","🎉 Cadeau Fete Maman","Split (1/2) ",25.00$,0.00$,"Reconciled"
"Principal","","22/01/2024","Money transfer sent to /Katherine /Je t'aime","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (2/2) ",20.00$,0.00$,"Reconciled"
"Principal","","22/01/2024","Payment /DESJARDINS FIN. SECUR.","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",9.95$,0.00$,"Reconciled"
"Classique Visa Desjardins","","22/01/2024","Transfer : Principal","","","","",0.00$,54.55$,"Reconciled"
"Principal","","19/01/2024","Purchase /TABAGIE DES ILE","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",137.38$,0.00$,"Reconciled"
"Principal","","19/01/2024","Purchase /MAXI PORT-CARTI","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",119.36$,0.00$,"Reconciled"
"Principal","","19/01/2024","IGA Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",81.13$,0.00$,"Reconciled"
"Principal","","19/01/2024","Purchase /DOLLARAMA # 142","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",18.80$,0.00$,"Reconciled"
"Principal","","19/01/2024","Payment /DESJARDINS FIN. SECUR.","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",15.75$,0.00$,"Reconciled"
"Principal","","19/01/2024","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,30.00$,"Reconciled"
"Principal","","18/01/2024","Depanneur Pointe","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","Split (1/3) ",34.80$,0.00$,"Reconciled"
"Principal","","18/01/2024","Depanneur Pointe","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (2/3) ",2.00$,0.00$,"Reconciled"
"Principal","","18/01/2024","Depanneur Pointe","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (3/3) ",11.25$,0.00$,"Reconciled"
"Principal","","16/01/2024","Transfer : Classique Visa Desjardins","","","","",169.79$,0.00$,"Reconciled"
"Principal","","16/01/2024","Transfer : Fairstone","Hidden Categories: 📂 Fairstone / Fridge","Hidden Categories","📂 Fairstone / Fridge","Confirmation : 01600-49967",169.09$,0.00$,"Reconciled"
"Principal","","16/01/2024","Depanneur Pointe","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (1/2) ",11.68$,0.00$,"Reconciled"
"Principal","","16/01/2024","Depanneur Pointe","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (2/2) ",11.99$,0.00$,"Reconciled"
"Classique Visa Desjardins","","16/01/2024","LAGOSEC INC 4029357733 DEUS","Abonnement: NordVPN","Abonnement","NordVPN","",20.52$,0.00$,"Reconciled"
"Classique Visa Desjardins","","16/01/2024","a.NordVPNus 440-1172302NYUS","Abonnement: NordVPN","Abonnement","NordVPN","",19.09$,0.00$,"Reconciled"
"Classique Visa Desjardins","","16/01/2024","ADOBE INC 4029357733","Abonnement: Adobe","Abonnement","Adobe","",14.94$,0.00$,"Reconciled"
"Fairstone","","16/01/2024","Transfer : Principal","","","","Confirmation : 01600-49967",0.00$,169.09$,"Uncleared"
"Classique Visa Desjardins","","16/01/2024","Transfer : Principal","","","","",0.00$,169.79$,"Reconciled"
"Principal","","16/01/2024","Chomage","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,567.00$,"Reconciled"
"Principal","","15/01/2024","Insurance /Intact Assur.","Dépense Obligatoire: 🚗 Assurance Auto","Dépense Obligatoire","🚗 Assurance Auto","",58.56$,0.00$,"Reconciled"
"Principal","","15/01/2024","Depanneur Pointe","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",23.35$,0.00$,"Reconciled"
"Classique Visa Desjardins","","14/01/2024","AFFIRM CANADA VANCOUVER BC","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",139.41$,0.00$,"Reconciled"
"Classique Visa Desjardins","","14/01/2024","Audible","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",17.19$,0.00$,"Reconciled"
"Principal","","12/01/2024","Pre-authorized purchase /COUCHE-TARD #96","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","Split (1/2) ",137.40$,0.00$,"Reconciled"
"Principal","","12/01/2024","Pre-authorized purchase /COUCHE-TARD #96","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (2/2) ",18.43$,0.00$,"Reconciled"
"Principal","","12/01/2024","IGA Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",151.92$,0.00$,"Reconciled"
"Principal","","11/01/2024","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,282.67$,"Reconciled"
"Principal","","11/01/2024","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,666.10$,"Reconciled"
"Principal","","10/01/2024","Transfer : Classique Visa Desjardins","","","","",26.44$,0.00$,"Reconciled"
"Classique Visa Desjardins","","10/01/2024","Transfer : Principal","","","","",0.00$,26.44$,"Reconciled"
"Classique Visa Desjardins","","09/01/2024","YouTubePremium g.co/helppaNSCA","Abonnement: Youtube Premium","Abonnement","Youtube Premium","",14.94$,0.00$,"Reconciled"
"Classique Visa Desjardins","","09/01/2024","Microsoft*Subscription Mississauga ON","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",9.20$,0.00$,"Reconciled"
"Principal","","06/01/2024","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","Ordi / Spotify",0.00$,147.41$,"Reconciled"
"Service Canada","","05/01/2024","Starting Balance","","","","",1229.58$,0.00$,"Cleared"
"Principal","","05/01/2024","Tabagie des iles","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",137.38$,0.00$,"Reconciled"
"Principal","","05/01/2024","Maxi Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",78.62$,0.00$,"Reconciled"
"Principal","","05/01/2024","Presto Sept-Iles","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",50.63$,0.00$,"Reconciled"
"Principal","","05/01/2024","Withdrawal on ATM /TNS SMART NETWORK","Inflow: Ready to Assign","Inflow","Ready to Assign","",42.00$,0.00$,"Reconciled"
"Principal","","05/01/2024","Restaurant 560","Dépense Non Obligatoire: 👩‍🍳 Restaurant","Dépense Non Obligatoire","👩‍🍳 Restaurant","",40.00$,0.00$,"Reconciled"
"Principal","","05/01/2024","La Griffe Santé","Epargne Court-terme: 🐈‍⬛ Cadeau Fete Toutie","Epargne Court-terme","🐈‍⬛ Cadeau Fete Toutie","",33.89$,0.00$,"Reconciled"
"Principal","","05/01/2024","Depanneur Pointe","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","Split (1/2) ",20.00$,0.00$,"Reconciled"
"Principal","","05/01/2024","Depanneur Pointe","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (2/2) ",11.99$,0.00$,"Reconciled"
"Principal","","05/01/2024","Depanneur 7 Jour","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","",20.01$,0.00$,"Reconciled"
"Classique Visa Desjardins","","05/01/2024","Spotify","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",17.24$,0.00$,"Reconciled"
"Classique Visa Desjardins","","05/01/2024","NAVIGRAPH 35314369001","Abonnement: Navigraph","Abonnement","Navigraph","",13.81$,0.00$,"Reconciled"
"Classique Visa Desjardins","","05/01/2024","Amazon Prime","Abonnement: Amazon Prime","Abonnement","Amazon Prime","",11.49$,0.00$,"Reconciled"
"Principal","","05/01/2024","Interac/Plus ATM charges","Dépense Irrégulière: 🤌 Frais et Interet","Dépense Irrégulière","🤌 Frais et Interet","",1.50$,0.00$,"Reconciled"
"Principal","","05/01/2024","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,20.00$,"Reconciled"
"Principal","","05/01/2024","Money transfer received from /KATHERINE RIOUX /Essence","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,20.00$,"Reconciled"
"Principal","","05/01/2024","Money transfer received from /KATHERINE RIOUX /Déjeuner","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,25.00$,"Reconciled"
"Principal","","05/01/2024","Guichet Port-Cartier","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,60.00$,"Reconciled"
